ORDEN	SKU	VENTA_ALTA	MARKETING	ACTUALIZACIONES	ACTUALIZADO	VENTAS_ACUMULADAS	PRICE	LANZAMIENTO	CANTIDAD	PRECIO_MIN	SD_PRECIO
25035	120553	0	D	3	1	59536	205.2	2007	46	108.09	70.81
31664	915267	1	D	9	1	844573	125.77	1997	43	50.23	48.73
84667	614238	0	S	1	0	939273	35.95	2011	86	23.22	7.67
42436	2675776	0	S	2	1	1570327	111.2	1994	44	4.74	27.7
77540	868595	0	S	2	1	94648	90.0	2014	61	48.79	58.67
72175	169679	0	S	15	1	1538105	225.95	2007	16	0.0	82.22
33008	416484	0	D	6	1	920481	60.68	2005	37	81.84	45.65
50663	50727	0	S	8	1	216894	41.65	2006	118	64.62	27.61
21756	397078	1	D	3	1	826207	7.99	2007	49	105.41	7.59
5542	234270	0	D	3	1	576197	140.0	2005	69	120.82	73.35
9340	1465981	0	D	1	0	6083214	55.0	2006	10	4.33	54.91
10340	244032	0	D	1	0	2697585	97.95	2011	17	54.38	34.47
13981	877490	1	D	6	1	2682083	38.98	2012	29	114.41	28.98
57328	146987	0	S	6	1	1637362	91.0	2003	48	19.93	33.99
26407	118058	0	D	4	1	408542	80.4	2005	38	38.49	46.09
1212	1450523	0	D	2	1	1876953	44.2	2009	18	37.04	33.98
23530	141887	1	D	3	1	676778	91.68	2008	31	73.97	47.12
60244	1930051	0	S	2	1	1614821	59.95	2013	18	45.15	46.74
67501	717934	0	S	1	0	812545	99.0	1998	101	0.0	11.49
30973	757393	0	D	1	0	2700915	145.0	1997	19	76.09	20.99
68623	691722	0	S	3	1	2051510	74.95	1997	31	112.43	10.94
51792	206146	1	S	3	1	704019	50.0	2007	44	31.99	27.95
19907	115300	0	D	0	0	2478308	88.4	2003	32	4.02	41.39
11317	877535	0	D	4	1	3349905	0.0	2008	28	128.94	97.63
32069	539508	1	D	10	1	87010	152.8	2013	234	132.85	12.48
22817	802301	1	D	3	1	2409276	202.95	2005	52	58.05	14.88
81436	612668	0	S	3	1	223288	43.95	2014	17	0.0	33.25
56429	633913	0	S	3	1	3076432	99.95	2001	16	44.48	11.98
53433	873989	0	S	15	1	2305463	182.8	2011	22	93.5	45.86
80624	1822535	0	S	8	1	45436	70.25	2014	29	0.0	55.06
10326	50541	0	D	10	1	70669	292.95	2011	48	156.54	81.99
9269	2427709	0	D	3	1	2034869	41.95	1991	42	100.44	27.18
23271	246808	0	D	0	0	1398560	41.27	2005	20	8.98	68.99
73743	107069	0	S	3	1	2345274	29.99	2007	31	10.71	10.74
71084	628725	0	S	2	1	773083	59.99	2010	37	31.08	37.77
62690	121379	0	S	4	1	797215	112.0	2008	19	28.14	83.94
58526	872809	0	S	3	1	165882	108.5	2014	28	111.97	76.89
7315	116590	1	D	4	1	2747295	0.0	2005	72	96.97	27.99
41786	177649	0	S	9	1	4354151	103.95	2003	42	100.65	9.99
55180	3149942	0	S	4	1	3595458	59.95	2004	13	71.73	75.97
84916	675337	0	S	0	0	654298	29.99	2012	153	13.99	4.66
80435	547874	0	S	6	1	1374060	105.0	1998	38	4.01	9.96
59773	534491	0	S	4	1	300816	43.95	2011	68	4.02	8.32
2114	912728	0	D	5	1	2763866	117.0	2000	23	10.51	13.48
49742	607472	0	S	7	1	307081	135.0	2009	29	96.34	64.83
36047	542658	0	S	3	1	99518	34.95	2013	18	21.27	25.5
43784	643785	0	S	2	1	2913327	159.0	2003	28	88.99	24.95
55223	618527	0	S	34	1	1235358	59.95	2013	43	14.38	63.07
47952	201756	0	S	2	1	1873653	61.95	2009	18	52.48	31.49
85062	2067669	0	S	0	0	1008268	9.99	2008	12	0.0	9.99
48839	2071579	0	S	0	0	870864	39.95	2013	18	28.33	29.16
54722	642258	1	S	0	0	205509	54.5	2012	62	30.45	26.87
43868	652980	0	S	2	1	845233	116.2	2004	14	71.88	29.94
33822	53101	0	D	4	1	4554719	58.0	2003	16	4.0	7.99
62590	532034	0	S	2	1	30956	129.95	2012	58	55.47	62.41
37957	538417	0	S	6	1	348081	178.13	2006	28	199.97	133.34
29750	197670	1	D	1	0	2226804	46.06	2008	14	103.98	129.99
84361	557650	0	S	2	1	18551	33.4	2012	70	26.31	28.07
52981	419901	0	S	3	1	219633	84.95	2005	27	55.99	22.49
17030	111656	1	D	3	1	47304	182.75	2011	50	118.99	70.15
34195	592463	1	D	3	1	141838	50.95	2005	40	11.46	23.24
14064	55025	0	D	4	1	696203	108.0	2005	39	82.73	35.85
7101	557459	0	D	9	1	340197	133.6	2009	69	152.66	48.99
48653	623503	1	S	1	0	398108	136.25	2009	19	0.0	0.0
54275	537906	0	S	3	1	2148981	89.0	1994	21	14.13	38.99
12821	109434	0	D	6	1	1699432	15.31	2005	34	15.97	15.95
10706	450478	1	D	7	1	882044	293.95	2007	149	107.98	9.83
715	339796	0	D	2	1	1290632	18.26	2008	58	37.04	18.26
17206	248156	0	D	2	1	875717	60.0	2011	30	26.68	36.48
61099	864860	1	S	13	1	8785	71.0	2014	38	39.97	43.99
17756	618936	1	D	5	1	208968	119.95	2011	28	91.4	89.39
71712	623584	0	S	3	1	116912	59.95	2007	52	28.66	52.99
48749	2022478	0	S	2	1	458904	39.63	2011	13	0.0	122.31
28512	608315	0	D	2	1	1917810	39.25	2004	47	60.6	24.74
32774	625528	0	D	1	0	677677	99.95	1996	29	139.92	44.37
66325	246372	0	S	4	1	1585076	64.99	2005	18	21.5	42.37
2101	911605	0	D	2	1	715882	32.95	2002	39	14.85	59.83
17598	115751	0	D	2	1	610357	139.0	2003	28	178.99	43.99
18340	2569442	0	D	1	0	881127	273.0	1990	24	0.0	93.88
29003	3294371	0	D	1	0	2382423	0.0	2001	15	60.11	69.89
51399	262725	0	S	5	1	106606	59.95	2007	50	77.67	23.54
76760	581696	0	S	5	1	1517894	99.0	2007	27	0.0	53.99
79	613931	1	D	4	1	1099429	9.56	2010	76	4.0	6.24
14787	563718	1	D	5	1	38743	71.76	2011	134	93.19	29.4
51035	2663909	0	S	3	1	12724859	300.0	1996	11	45.0	87.69
55985	423256	0	S	9	1	2159405	157.33	2008	79	123.99	13.94
68677	897277	0	S	3	1	432319	39.95	2014	32	40.47	27.98
60781	121075	0	S	3	1	2136196	80.0	1998	54	121.1	13.99
58996	877922	1	S	6	1	502907	168.67	2014	31	102.96	77.05
9371	184378	0	D	1	0	744393	69.95	2001	32	36.26	15.49
36166	1441876	0	S	7	1	1146564	268.5	2014	25	103.98	53.99
10678	50165	1	D	10	1	36249	294.95	2008	150	181.17	62.84
39022	2004615	0	S	3	1	563916	49.95	2007	53	12.71	22.89
1459	2570520	0	D	1	0	2936975	4.99	1993	36	0.0	4.99
34360	608554	0	D	2	1	1792558	57.95	2003	40	75.9	19.82
26190	625970	0	D	2	1	775930	95.0	2000	17	55.78	31.99
6804	276805	0	D	1	0	1290462	52.95	2002	33	28.01	42.99
35645	533870	0	D	9	1	580064	232.95	2009	61	49.99	31.99
29772	632056	0	D	3	1	425291	44.0	2013	32	37.67	37.17
48482	494745	0	S	4	1	10366697	116.95	2006	10	16.93	64.83
29115	55777	0	D	8	1	1615816	4.0	2006	74	73.26	8.99
17057	55343	0	D	5	1	36441	352.95	2010	107	102.99	81.77
21885	528906	0	D	3	1	509948	170.67	2006	65	93.94	13.33
12937	905942	0	D	1	0	947000	100.0	1996	19	58.99	62.31
74889	200461	0	S	5	1	125076	134.95	2009	56	10.95	48.05
31208	55152	1	D	9	1	97505	267.95	2009	56	103.99	33.88
44100	704477	0	S	6	1	673499	119.69	2006	20	86.19	26.57
79209	616172	0	S	16	1	1484752	363.95	2012	33	10.32	55.98
74101	660737	0	S	3	1	6181	62.95	2013	69	43.99	40.92
20369	146873	0	D	2	1	1609642	107.0	2001	24	117.14	78.99
2929	2617825	0	D	0	0	4378903	40.95	1986	14	0.0	77.72
19022	51806	1	D	5	1	246532	216.4	2010	111	102.96	40.93
44534	871792	0	S	2	1	1697306	140.0	2013	16	154.7	120.27
21531	50423	0	D	12	1	281600	126.0	2005	53	58.23	46.97
9410	606665	1	D	6	1	970780	33.16	2007	64	152.94	21.44
19336	194810	0	D	0	0	892669	69.95	2000	29	0.0	0.0
56574	541566	0	S	2	1	228632	76.95	2010	41	46.43	56.59
43134	540673	0	S	5	1	538078	233.0	2012	19	70.7	195.94
65297	267524	0	S	19	1	1170376	64.95	2010	47	71.11	18.99
31308	661062	0	D	0	0	1664916	128.0	2012	12	0.0	113.99
56100	57106	1	S	5	1	983417	52.95	2006	66	35.48	15.98
60368	146991	0	S	5	1	842057	115.0	2002	48	152.94	12.99
70809	261097	0	S	3	1	410312	74.95	2010	32	49.93	84.24
12811	635233	0	D	2	1	324794	194.95	2007	16	107.01	67.48
46589	875036	0	S	7	1	1115341	136.25	2012	16	71.51	115.69
24535	427969	0	D	12	1	81684	99.4	2011	82	79.33	23.99
23410	53267	1	D	6	1	35391	19.74	2006	163	105.16	18.5
25515	248819	0	D	18	1	404349	179.0	2007	30	89.98	73.97
67139	615346	0	S	1	0	73756	62.5	1981	58	0.0	41.67
27426	918685	0	D	2	1	3418592	55.0	2006	27	43.98	9.99
8810	612941	0	D	3	1	1047505	181.33	2007	87	125.0	8.99
62821	132429	0	S	7	1	1380000	115.2	2007	29	0.0	23.99
13044	200599	1	D	6	1	564840	149.95	2011	63	43.5	32.3
20826	179148	0	D	5	1	236661	294.95	2008	55	69.61	33.99
24319	913049	0	D	0	0	563704	90.4	2007	41	0.0	48.99
78200	626349	0	S	4	1	487859	92.99	2008	27	40.35	40.95
49288	2070429	1	S	3	1	1305240	96.0	2008	21	101.61	96.0
80011	632098	0	S	3	1	144304	43.0	2012	30	24.73	12.0
82294	2404681	0	S	1	0	43050	86.95	1991	71	0.0	43.18
73655	637605	0	S	1	0	52471	115.95	2013	71	0.0	69.08
25735	317186	1	D	3	1	47818	51.99	2008	103	8.0	16.98
72736	545676	0	S	7	1	853471	76.99	2012	35	5.45	13.64
51522	116680	0	S	2	1	429284	103.0	2002	24	74.94	45.59
2453	561244	0	D	9	1	2441883	154.33	2009	23	148.99	53.99
74416	859914	0	S	6	1	506166	168.95	2009	29	26.83	78.99
30257	169461	1	D	1	0	265974	227.95	2006	46	76.35	22.98
51555	592773	0	S	3	1	1160872	13.34	2008	10	63.59	52.93
32905	628574	1	D	9	1	1826190	121.0	2004	19	103.99	73.39
24616	118708	1	D	2	1	535399	107.2	2007	59	93.98	45.63
45244	879107	0	S	11	1	1122309	172.0	2014	21	123.99	125.48
65103	177931	0	S	3	1	267458	114.95	2005	61	4.0	25.93
53511	247844	0	S	0	0	696139	61.0	2008	12	44.52	128.6
16727	108152	1	D	6	1	799857	0.0	2002	51	132.89	12.94
49968	182781	0	S	6	1	358077	249.95	2003	120	119.41	16.96
60258	126048	1	S	1	0	142767	133.95	2003	77	33.98	63.99
53629	534233	0	S	5	1	201108	266.03	2005	22	0.0	0.0
9654	212978	0	D	4	1	868057	90.0	2001	31	107.35	40.67
24341	54841	1	D	9	1	82700	132.4	2007	115	96.94	33.39
81421	2648712	0	S	2	1	849717	63.95	2000	22	7.91	38.16
833	54206	0	D	4	1	1646168	107.6	2004	47	73.41	10.48
20159	176682	1	D	4	1	5105461	96.95	1997	20	127.95	33.94
59834	178128	0	S	1	0	536708	122.95	2005	24	0.0	0.0
12165	203630	1	D	5	1	1076743	87.95	2004	63	72.54	10.87
62670	696956	0	S	5	1	1833672	93.13	1998	37	70.97	23.94
38118	145976	0	S	11	1	489912	165.2	2009	33	69.54	602.98
15360	118980	0	D	6	1	196010	150.6	2010	57	82.44	73.0
64664	666225	0	S	2	1	584426	47.95	2005	20	0.0	42.79
49866	162703	0	S	8	1	469831	48.38	2008	91	54.26	16.98
47502	523838	0	S	2	1	835018	130.0	2010	33	80.63	77.78
52106	788166	0	S	2	1	2280093	240.95	2000	26	98.47	18.91
20049	2387370	0	D	0	0	2537371	52.0	1998	23	25.2	45.63
66388	132055	0	S	5	1	2664626	66.2	2005	39	68.93	7.49
81302	2604307	0	S	2	1	1072861	44.99	2004	22	29.29	36.86
32625	780836	0	D	2	1	2881816	59.95	2007	11	27.78	32.88
85017	141628	0	S	8	1	1929677	9.98	2003	63	52.16	9.97
33866	873386	0	D	6	1	936328	95.68	2005	45	79.34	84.01
14104	246424	0	D	1	0	502662	56.95	2007	46	28.24	13.99
80684	626206	0	S	14	1	868942	80.43	2011	45	0.0	82.97
49156	627507	0	S	10	1	399864	85.67	2008	58	53.74	38.94
7437	177384	0	D	5	1	892095	96.95	1997	37	154.58	42.31
81369	923992	0	S	0	0	141768	21.99	2003	377	14.85	7.42
42295	245041	0	S	2	1	1036558	88.95	2004	24	6.61	52.63
18700	416454	1	D	3	1	1396278	197.5	2008	53	119.17	32.99
27210	52596	1	D	4	1	184533	92.0	2007	154	81.7	10.98
75242	118968	0	S	10	1	116612	103.95	2008	46	32.99	65.95
33285	203894	1	D	1	0	232556	95.99	2007	24	80.58	19.91
56910	299849	0	S	0	0	507067	35.95	2003	25	7.99	13.49
33243	107521	0	D	6	1	413370	102.35	2003	49	53.99	22.51
78431	287524	0	S	3	1	231181	191.4	2002	45	0.0	0.0
22909	143156	0	D	4	1	304943	220.0	2007	102	21.1	74.37
26071	1455678	0	D	9	1	533203	208.93	2014	18	115.57	174.1
66361	545307	0	S	3	1	39044	14.99	2013	76	8.4	9.07
14051	542051	1	D	5	1	816276	163.95	2011	72	61.92	13.94
13019	111583	0	D	7	1	1060964	61.36	2010	54	132.46	18.15
44260	743019	0	S	2	1	1793146	159.33	2011	11	148.66	162.67
63122	60191	0	S	19	1	1179472	222.95	2007	26	8.47	12.99
59916	532990	0	S	2	1	88112	18.99	2010	47	0.0	0.0
9701	177202	0	D	2	1	542083	333.95	2004	27	103.99	49.99
19746	196710	0	D	1	0	246428	49.95	2011	44	0.0	8.99
57584	2265940	0	S	3	1	785754	76.04	2011	27	67.3	53.52
1563	282051	0	D	7	1	4386405	64.11	2004	18	91.81	32.56
19838	54418	1	D	17	1	192074	165.95	2009	116	70.15	21.16
58669	61146	0	S	3	1	389331	107.2	2005	19	126.21	73.99
37981	595084	0	S	0	0	917469	42.95	2013	41	36.64	8.98
80224	553189	0	S	4	1	992649	53.6	2012	62	10.01	18.98
57370	539926	0	S	5	1	14765	75.95	2012	72	41.4	49.37
2331	159665	0	D	2	1	1387952	136.0	2001	18	109.66	154.65
66881	201795	0	S	2	1	1354241	59.95	2014	24	33.99	41.46
84969	541125	0	S	2	1	1856266	40.0	2009	27	32.78	25.32
74000	130246	0	S	2	1	2187919	103.0	1996	29	41.99	44.29
29084	608005	0	D	8	1	2437641	68.95	2005	32	29.08	12.83
31381	626699	0	D	6	1	343863	83.95	2012	21	79.59	63.99
68417	642857	0	S	1	0	846427	54.95	2012	21	0.0	40.57
57019	111125	0	S	3	1	2766214	62.05	2010	26	66.19	26.49
6548	169718	0	D	7	1	1191883	333.95	2008	24	94.99	54.92
49171	564783	0	S	1	0	1117207	57.95	2010	28	126.41	28.98
462	193647	0	D	6	1	1062840	136.0	2008	42	42.84	9.98
70476	902581	0	S	2	1	793114	52.0	2013	35	9.8	37.28
21700	452828	0	D	9	1	43121	280.95	2010	74	120.17	62.85
17695	530329	0	D	11	1	28242	170.8	2012	85	25.98	69.68
17420	2576224	0	D	1	0	2643089	195.0	1991	25	105.99	47.97
43739	638620	0	S	2	1	676515	213.95	2001	39	4.03	53.94
69078	890359	0	S	0	0	483482	19.96	2010	5	0.0	19.96
37627	61109	1	S	11	1	237509	15.88	2007	60	160.99	43.99
55525	918158	0	S	6	1	1549700	56.6	2010	46	63.2	6.72
27623	57920	0	D	6	1	103182	182.95	2010	70	88.37	44.99
47558	2239203	0	S	3	1	1942018	99.0	2011	14	101.01	71.3
74190	607159	0	S	6	1	905173	223.2	2005	26	118.73	73.6
22094	778238	0	D	0	0	1796862	106.95	2005	29	91.27	26.96
47594	2259297	0	S	5	1	716822	206.97	2010	2	0.0	133.85
18131	867996	0	D	2	1	2030523	96.95	1994	35	27.26	28.99
23074	528556	0	D	5	1	112954	68.99	2010	88	47.88	28.98
70735	162922	0	S	2	1	1131535	62.95	2009	32	23.99	53.85
49867	775077	0	S	2	1	1945770	37.95	2000	23	16.44	49.83
1145	877945	0	D	3	1	2564278	0.0	2008	26	103.95	82.27
6302	676791	1	D	7	1	595744	25.0	2009	100	6.72	10.98
31298	868475	0	D	2	1	1187781	67.95	1994	18	52.63	62.43
76827	224562	0	S	3	1	305032	85.0	1996	61	84.2	24.99
67078	614889	0	S	3	1	2518146	72.6	2003	34	10.34	4.0
78001	544037	0	S	2	1	153049	121.0	2012	42	43.57	82.98
78384	626421	0	S	2	1	202365	60.0	2005	35	0.0	8.99
56657	51063	1	S	2	1	1598118	99.8	2004	67	118.84	16.88
16877	165306	0	D	4	1	456882	115.0	2001	18	58.1	28.99
74709	132451	0	S	2	1	3110877	94.6	2003	21	17.63	68.44
17105	487300	1	D	1	0	283573	81.95	2010	33	83.98	20.81
51361	618876	0	S	5	1	3021921	105.95	2004	18	78.21	22.95
2241	704191	0	D	5	1	2485061	15.24	2005	28	123.22	15.24
16762	169766	1	D	6	1	75415	85.95	2008	52	33.99	31.87
49994	586936	0	S	0	0	203650	39.95	2005	13	0.0	28.8
6341	610453	0	D	5	1	20885	68.8	2013	65	39.05	52.73
81903	635583	1	S	5	1	154754	70.95	2013	22	36.47	46.33
55631	704773	0	S	6	1	2921569	99.0	2004	23	70.45	26.53
30040	921563	0	D	0	0	1370812	43.0	2010	50	10.99	22.63
72464	802537	0	S	7	1	2590743	39.99	2005	28	27.67	6.79
72054	658061	0	S	0	0	456235	59.99	2013	24	0.0	23.94
15791	881875	0	D	0	0	1826392	27.0	1981	11	61.61	148.57
30421	132152	1	D	4	1	1526429	43.97	2007	50	76.97	15.03
58657	631710	1	S	6	1	478766	69.44	2007	28	43.98	44.23
7148	110099	0	D	14	1	7792	298.75	2010	70	191.85	123.47
66447	50324	0	S	7	1	352368	99.99	2003	71	93.99	43.64
4924	133086	0	D	6	1	1700605	70.4	2009	28	12.76	18.94
19542	204058	1	D	4	1	66475	106.99	2009	194	48.34	12.99
61367	117184	0	S	6	1	318943	97.2	2005	17	4.89	62.31
55100	169342	1	S	8	1	561143	184.95	2006	57	75.77	27.32
59882	532997	1	S	2	1	844872	225.33	2009	117	0.0	12.98
16925	120587	0	D	7	1	320726	119.6	2009	27	88.99	44.97
22299	618523	0	D	1	0	2560222	39.95	1999	19	19.99	27.22
25023	314970	0	D	12	1	161371	292.4	2011	89	183.02	53.97
9552	126874	1	D	1	0	119634	89.95	2007	58	74.22	19.43
33739	478800	0	D	4	1	3354748	269.0	2005	22	169.97	18.75
35794	58192	1	D	3	1	2455897	16.49	2005	58	37.86	16.49
66113	771093	0	S	0	0	672069	84.9	2002	53	8.97	33.87
69535	529586	0	S	3	1	748571	25.0	2012	36	17.59	8.08
55129	2401424	0	S	7	1	1171164	125.54	2005	20	61.09	79.28
27603	913965	0	D	3	1	1974455	97.95	2008	20	50.24	18.99
10736	434814	1	D	3	1	668826	161.4	2009	95	116.75	11.25
3260	762551	0	D	2	1	4425223	110.0	1997	14	49.38	72.49
32246	608451	0	D	5	1	1043484	110.95	2007	28	45.44	15.98
26589	264272	1	D	1	0	901521	46.95	2007	25	23.74	18.98
68354	897270	0	S	3	1	873734	43.95	2015	11	29.98	41.43
73083	845403	0	S	8	1	947715	74.36	1990	23	17.93	65.51
20881	550559	0	D	15	1	2859393	48.5	2008	22	14.09	7.63
7991	169957	0	D	5	1	108771	215.95	2011	42	125.44	148.44
12693	120030	0	D	2	1	360269	146.0	2009	91	84.66	43.99
55929	633177	0	S	5	1	564500	78.0	2011	25	53.48	33.91
43582	624274	0	S	2	1	1268521	69.1	2011	16	95.33	158.59
54359	909222	0	S	2	1	1390587	90.0	1990	19	108.25	73.68
1522	2664331	0	D	10	1	5642550	225.0	1999	11	132.81	292.99
75959	252553	0	S	6	1	80423	175.0	2007	94	59.6	77.8
74391	618280	0	S	1	0	122669	49.95	2008	25	0.0	33.21
9362	888810	0	D	2	1	1331379	196.95	2012	24	98.99	93.77
48439	147479	1	S	2	1	919440	55.95	2006	29	55.99	53.99
21619	534393	0	D	2	1	736946	114.8	1992	27	83.98	55.18
29237	744468	1	D	4	1	4944689	116.95	2002	21	138.68	12.98
213	192743	0	D	1	0	1351885	64.95	2002	17	80.42	72.54
26660	2253521	0	D	2	1	250438	61.59	2010	32	0.0	48.85
62894	469454	0	S	8	1	839327	27.95	2008	19	24.96	89.93
2528	866990	0	D	21	1	290595	89.95	2014	20	2646.73	198.85
45703	1517654	0	S	2	1	669507	221.47	2014	19	133.99	202.26
43427	60851	0	S	2	1	3063442	73.95	1997	25	36.91	43.62
12793	290946	0	D	6	1	631952	263.95	2009	43	59.87	21.6
85103	614304	0	S	6	1	1115312	21.5	2004	53	47.99	21.97
12922	543870	0	D	2	1	996579	79.99	2011	27	39.05	8.37
31405	650508	1	D	1	0	2531985	37.8	2006	25	31.29	44.67
74232	157688	0	S	0	0	326413	56.95	2009	52	53.96	49.99
45234	866887	0	S	5	1	29478	72.0	2014	23	63.69	68.39
64522	120899	0	S	1	0	104832	136.2	2006	37	40.31	76.32
56596	2039317	0	S	3	1	2172361	96.0	2008	23	49.49	28.99
15219	114909	0	D	5	1	690524	162.2	2002	38	98.98	33.99
1250	161704	0	D	2	1	3742058	65.0	2007	17	29.01	45.81
21254	285492	0	D	2	1	254531	32.02	2009	85	123.22	26.97
8989	182938	1	D	6	1	1191093	155.95	2004	56	104.23	43.94
33890	2647610	0	D	1	0	788398	44.95	1993	28	35.36	60.49
53546	2427710	0	S	2	1	270629	104.0	1991	28	46.92	33.91
4206	868413	0	D	1	0	1447430	68.95	2004	34	18.78	33.86
50573	148614	0	S	13	1	1094788	288.95	2008	62	177.3	7.12
22587	623441	0	D	4	1	174922	55.93	2011	38	69.94	30.39
61092	622591	0	S	18	1	36269	50.0	2012	46	19.98	23.96
30547	866632	0	D	9	1	5275395	60.95	2002	46	31.09	7.98
69473	583575	0	S	5	1	407628	99.95	2008	62	5.08	17.52
26468	307998	0	D	1	0	1658869	81.0	2004	27	72.97	36.99
51736	164249	1	S	1	0	235962	154.25	2003	73	108.46	48.0
69543	609547	1	S	16	1	1109765	39.99	2009	62	24.53	10.99
8982	154020	1	D	4	1	557423	29.97	2010	44	51.42	16.99
68464	529941	0	S	2	1	31107	39.95	2008	14	0.0	27.97
52591	2393343	0	S	1	0	1566242	127.0	1999	21	93.99	190.35
43606	626009	0	S	2	1	1579837	75.95	2001	35	16.9	65.79
26806	51407	1	D	7	1	167389	306.95	2007	57	162.62	44.03
45397	128762	0	S	3	1	682585	74.0	2009	21	12.56	53.99
78969	420818	0	S	1	0	353832	168.2	2005	46	0.0	96.59
26540	2502323	0	D	0	0	1200096	134.0	1996	14	29.98	43.99
22182	193529	0	D	2	1	551996	56.0	2008	30	15.68	17.99
60379	190811	0	S	12	1	5339962	35.95	2005	16	23.42	55.07
37370	629993	0	S	24	1	869237	189.0	2011	23	92.14	37.99
19984	896151	0	D	3	1	4472536	57.95	1992	15	43.57	62.29
52990	131215	0	S	6	1	729693	97.4	1998	39	6.62	45.17
63184	764022	0	S	2	1	498993	261.95	2000	57	6.95	58.36
67416	621310	0	S	2	1	128264	72.0	2011	55	24.44	41.49
6614	193910	0	D	1	0	33998	49.99	2011	67	31.29	27.97
53549	298764	0	S	1	0	426746	62.1	2010	60	61.62	50.4
39530	2788677	0	S	0	0	707977	106.0	1995	51	0.0	58.49
22286	53742	0	D	6	1	34518	124.95	2010	80	46.83	30.77
21708	545652	1	D	4	1	9933	103.95	2013	98	45.28	49.98
311	288729	0	D	7	1	692106	182.0	2010	23	91.42	602.99
10133	120275	1	D	3	1	292001	146.4	2010	27	102.34	22.74
13874	288399	0	D	4	1	882848	80.0	2003	31	43.98	58.39
50733	876424	0	S	7	1	1951167	59.88	2009	32	102.12	39.69
22277	196252	0	D	3	1	2693957	47.5	2004	20	45.57	44.34
68886	267321	0	S	2	1	117156	49.95	2006	28	0.0	0.0
14319	54640	1	D	9	1	293081	289.95	2009	85	168.46	45.0
30237	110074	0	D	5	1	272825	60.99	2009	61	145.82	52.87
10614	2435128	0	D	3	1	405802	35.95	1993	23	33.74	39.55
61217	642378	0	S	0	0	486643	34.5	2011	26	40.11	34.5
22873	528612	0	D	2	1	5028098	131.0	2007	18	6.97	26.94
48701	637333	0	S	3	1	666953	87.5	2004	31	88.72	74.24
5172	533533	0	D	12	1	62060	168.0	2012	50	120.39	74.91
25568	203845	1	D	7	1	177104	71.95	2007	121	48.39	59.24
27165	254112	0	D	8	1	324903	279.95	2010	80	153.22	106.36
188	229151	0	D	7	1	931314	64.95	2008	51	35.27	29.98
16689	50157	0	D	9	1	11469	27.98	2010	141	104.99	21.43
16062	530758	0	D	2	1	2014454	69.95	2009	19	46.81	30.92
9931	897896	0	D	1	0	3993449	89.95	1991	17	62.59	37.74
10240	209123	0	D	1	0	1364056	110.0	1995	22	114.95	14.48
71491	269970	0	S	14	1	333279	168.0	2006	32	4.98	79.0
60194	133385	0	S	7	1	200854	73.8	2010	64	5.97	59.28
76854	866667	0	S	4	1	367434	60.0	2014	54	19.69	18.98
27568	609161	0	D	2	1	522663	72.95	2003	50	54.38	33.99
47588	2255891	0	S	7	1	1746715	56.45	2009	42	0.0	53.64
48568	871016	0	S	2	1	2325765	40.8	2004	40	41.18	6.28
46637	3634632	0	S	3	1	146248	45.0	2016	0	0.0	45.0
20797	254116	0	D	9	1	271938	294.95	2010	57	162.96	45.46
37231	877474	1	S	6	1	3309086	94.5	2011	22	114.41	53.61
16422	296725	1	D	4	1	1002862	84.95	2006	53	48.97	22.94
69085	198031	0	S	4	1	288768	46.47	2010	79	13.46	7.79
15229	608633	0	D	2	1	2000595	117.95	2003	30	23.93	32.96
59340	544077	0	S	5	1	13422	24.99	2013	48	13.24	12.95
21246	110438	0	D	4	1	2255889	0.0	2005	16	0.0	0.0
17991	545284	1	D	3	1	168927	89.95	2013	36	48.49	59.87
12974	763008	0	D	1	0	4552479	75.0	1998	33	42.82	14.87
61167	2325322	0	S	3	1	1247694	64.12	1972	13	4.8	88.84
30800	902929	0	D	1	0	3042481	52.95	2003	16	52.98	67.85
58135	615615	0	S	3	1	1069245	181.0	2009	43	150.72	181.0
56126	2551999	0	S	2	1	4191670	460.0	1992	12	72.99	48.55
71246	717537	0	S	3	1	3376523	103.95	2003	24	78.49	18.99
26601	297700	1	D	1	0	173423	60.0	1997	24	148.99	60.33
5303	254159	0	D	3	1	3032051	91.95	2009	29	95.26	13.97
18121	1592592	0	D	1	0	2301913	154.99	2007	12	95.11	110.39
50443	250202	0	S	3	1	3072380	140.95	2006	21	4.48	17.3
53602	609753	0	S	2	1	2824453	49.95	2002	17	22.94	33.98
35563	300097	0	D	6	1	148460	73.28	2007	46	55.25	33.49
59523	654065	0	S	1	0	626564	130.95	2012	39	0.0	29.98
80746	858452	0	S	8	1	2123458	39.99	2012	21	21.56	72.35
20051	110949	0	D	2	1	61921	58.74	2007	89	92.99	39.94
23449	109400	0	D	6	1	740906	0.0	2004	36	109.8	16.24
65465	616155	0	S	2	1	2180272	49.95	1990	27	38.77	45.86
30713	186202	0	D	0	0	1570861	26.8	1997	25	70.89	48.89
80913	2434649	0	S	2	1	617088	62.28	1982	29	0.0	59.15
7385	121053	1	D	6	1	600286	117.8	2000	36	123.97	61.43
66206	268811	0	S	2	1	687884	60.0	2009	27	20.98	48.99
54568	165693	0	S	1	0	1368593	97.25	2006	56	0.0	29.98
33747	110257	1	D	6	1	75834	123.7	2009	91	75.94	23.89
53026	902650	0	S	2	1	1736875	58.95	1999	16	44.66	54.99
